FMID,Credit,WIC,WICcash,SFMNP,SNAP
1003669,Y,Y,,Y,Y
1001372,,,,,
1018582,Y,Y,,Y,Y
1018581,Y,Y,,Y,Y
1012759,Y,,,,
1001389,Y,Y,,,
1011841,Y,,,Y,Y
1002170,Y,,,,
1002388,,,,,
1005237,,,,,
1011533,Y,Y,Y,Y,Y
1010831,Y,Y,Y,Y,Y
1018657,Y,,,Y,Y
1000419,,,,,
1005900,Y,Y,,Y,Y
1002634,Y,,,,
1007117,,,,,
1011298,Y,Y,,Y,Y
1002306,,,,,
1009281,Y,,,,
1002158,,,,,
1011077,Y,,,,Y
1007350,Y,Y,Y,Y,Y
1000569,,,,,
1005519,Y,Y,Y,Y,
1004200,Y,,,Y,
1007776,,,,,
1004543,,,,,
1009659,Y,,,Y,Y
1009223,Y,,,,
1011336,Y,,,,Y
1006922,,,,,
1010042,,Y,,Y,Y
1000913,Y,Y,,Y,Y
1011066,Y,,,Y,
1012591,Y,Y,Y,Y,Y
1005611,Y,Y,,Y,Y
1012793,Y,Y,,Y,Y
1011931,Y,,,,Y
1012191,Y,Y,Y,Y,Y
1001320,Y,Y,Y,Y,
1016842,Y,,,,
1001712,Y,,,,
1006409,Y,,Y,,
1002875,,,,,
1010865,Y,,,,
1000772,,,,,
1002402,Y,,,,
1000440,,,,,
1009410,Y,,,,
1010925,Y,,,,
1016900,Y,,,,Y
1005976,,,,,
1009954,Y,,,,Y
1005312,Y,Y,,Y,Y
1018554,Y,Y,,Y,Y
1018655,Y,Y,,Y,Y
1018213,Y,Y,,Y,Y
1010281,Y,,,,
1019343,Y,Y,,Y,Y
1000950,,,,,
1007213,,,,,
1010047,Y,,,,
1012286,Y,,,Y,Y
1010726,Y,,,,Y
1001121,,,,,
1000235,Y,Y,Y,Y,Y
1001034,Y,Y,,Y,Y
1001168,,,,,
1006856,,,,,
1002631,Y,Y,,Y,
1010006,Y,Y,,Y,
1002632,,Y,,Y,
1019317,Y,Y,,Y,Y
1018311,Y,Y,,Y,
1018713,Y,,,,
1000031,,,,,
1009063,Y,Y,,,
1011566,Y,,,,
1000553,,,,,
1006876,,,,,
1004553,,Y,Y,Y,
1018807,Y,Y,Y,,
1005422,,,,,
1018536,Y,,,,Y
1005042,Y,Y,Y,Y,Y
1005043,Y,Y,Y,Y,Y
1003897,,,,,
1018920,Y,,,,Y
1009158,Y,,,,
1004354,Y,,,,
1003522,,,,,
1003310,Y,Y,Y,Y,Y
1018660,Y,Y,Y,Y,Y
1009304,Y,,,,
1000326,Y,Y,Y,Y,
1005598,Y,,,,
1005826,,,,,
1001510,,,,,
1008468,Y,Y,Y,Y,Y
1005444,,,,,
1016866,Y,,,,
1018201,Y,,,,
1010548,Y,,,,
1005780,,,,,
1006647,,,,,
1009837,Y,Y,Y,,Y
1010816,Y,Y,,Y,Y
1005421,Y,Y,Y,Y,Y
1019202,Y,Y,Y,Y,
1004196,,,,,
1008077,Y,,,,
1008576,Y,,,,
1002477,,Y,,Y,
1002476,,Y,,Y,
1002016,,,,,
1001473,Y,Y,,Y,Y
1010229,Y,,,,Y
1008360,Y,,,,
1019416,Y,,,,
1002358,Y,Y,,Y,Y
1003810,,Y,,Y,
1002702,,,,,
1018574,Y,,,,Y
1005241,Y,,,,
1002924,,,,,
1005805,,,,,
1000676,Y,Y,,Y,
1007048,,,,,
1019023,Y,,Y,,Y
1019019,Y,,Y,,Y
1019025,Y,,Y,,Y
1002961,,,,,
1002962,,,,,
1010506,Y,Y,,Y,Y
1002245,,,,,
1003926,Y,,,Y,Y
1011716,Y,Y,Y,Y,Y
1019387,Y,,,,
1004413,Y,Y,Y,Y,Y
1000245,,,,,
1016912,Y,Y,,Y,
1009056,,Y,Y,Y,
1000290,,,,Y,
1001856,,,,,
1006466,,,,,
1018016,Y,,,Y,Y
1001293,,,,,
1005127,Y,,,,
1001255,,,,,
1002630,,,,,
1003377,Y,Y,,Y,
1005607,Y,,,,
1000315,,,,,
1005659,,Y,,Y,
1005318,Y,Y,,Y,Y
1001272,,,,,
1005133,Y,,,Y,Y
1009286,Y,,,,
1011684,Y,,,Y,Y
1009181,Y,,,,
1011541,Y,Y,Y,Y,Y
1012782,Y,Y,,Y,Y
1008048,Y,Y,Y,Y,Y
1004994,,Y,Y,Y,
1004078,,Y,,Y,
1008671,Y,,,,
1005054,,Y,,Y,
1005507,,,,,
1004584,,,,,
1008743,,Y,,Y,
1005308,Y,Y,,Y,Y
1009922,Y,,,,Y
1010886,Y,,Y,,Y
1001894,,,,,
1004212,Y,,,,
1011087,Y,Y,,,
1018192,Y,,,,
1012777,Y,,,Y,
1001668,Y,Y,,Y,Y
1011567,Y,,,,
1006897,,,,,
1009226,Y,,,,
1008672,Y,,,,
1008673,,,,,
1003858,Y,,,,
1008867,Y,Y,Y,,Y
1008946,Y,Y,Y,Y,Y
1018300,Y,Y,,Y,Y
1003448,,,,,
1012526,Y,,Y,Y,
1003862,,,,,
1008981,Y,,,,Y
1006167,,,,,
1010141,Y,,,,
1010087,Y,,,,Y
1012283,Y,,,,Y
1012317,Y,Y,Y,Y,Y
1010742,Y,Y,Y,Y,
1004835,Y,Y,,,Y
1002262,Y,,,,
1000903,,,,,
1000744,Y,,,,
1008406,Y,,,,
1012587,Y,Y,Y,Y,Y
1012558,Y,Y,Y,Y,Y
1008939,Y,,,,
1001862,,,,,
1005314,,Y,,Y,
1010283,Y,Y,Y,Y,Y
1004872,,Y,Y,,
1003795,Y,,,,Y
1003796,Y,,,,Y
1019102,Y,,Y,Y,Y
1003664,Y,,,,
1005248,Y,,,Y,Y
1018687,Y,,,,Y
1011995,Y,,,,Y
1007323,,,,,
1003494,,,,,
1002833,,,,Y,
1018848,Y,,,Y,
1007858,,,,,
1009765,Y,,,,Y
1012339,Y,Y,Y,Y,Y
1001932,Y,,Y,Y,
1010323,Y,,,,Y
1001514,Y,Y,,Y,
1003879,,Y,Y,Y,
1003484,,,,,
1003333,Y,Y,Y,Y,Y
1012649,Y,,,,
1007431,,,,,
1001575,Y,,,,
1005079,Y,,,,Y
1002516,,,,,
1004448,,Y,,Y,
1000097,Y,Y,Y,Y,Y
1007748,,,,,
1006860,,,,,
1002483,Y,,,,Y
1008362,Y,,,,
1005400,Y,Y,Y,Y,Y
1009634,Y,Y,Y,Y,Y
1012176,Y,Y,Y,Y,Y
1006927,Y,,,,Y
1003156,,,,,
1011484,Y,Y,,Y,Y
1010131,Y,,,Y,
1009625,Y,Y,,Y,Y
1008716,Y,Y,,Y,Y
1008719,,,,Y,Y
1003399,,,,,
1006124,,,,,
1009449,Y,,,,
1002018,,,,,
1009446,Y,,,,
1003405,,,,,
1010630,Y,,Y,Y,
1001996,,,,,
1010417,Y,,Y,Y,
1004145,,Y,,Y,
1008820,Y,,,,
1002921,,,,,
1000010,Y,,Y,Y,
1007543,,,,,
1018944,Y,,Y,Y,Y
1018992,Y,Y,Y,Y,Y
1000928,,,,,
1001908,,,,,
1019068,Y,,Y,,Y
1004587,,,,,
1019397,Y,Y,,Y,Y
1003521,Y,Y,,,Y
1008284,Y,Y,Y,Y,
1018684,Y,Y,Y,Y,Y
1019590,Y,Y,Y,Y,
1005974,,,,,
1011154,Y,Y,,Y,Y
1019059,Y,,,,
1018466,Y,,,,Y
1016795,Y,,,,
1008104,Y,,,,
1004272,Y,,,,Y
1010957,Y,,,,Y
1007427,Y,,,Y,Y
1001938,Y,,,,
1018758,Y,,,,Y
1009793,Y,,,,
1000838,Y,,,,
1008505,Y,,,,
1011568,Y,,,,
1000355,,,,,
1019454,Y,,,,
1005592,Y,Y,Y,Y,Y
1010931,Y,,,Y,
1011314,Y,Y,Y,Y,Y
1004303,,,,,
1009906,Y,Y,Y,Y,Y
1009064,,Y,Y,Y,
1005818,,,,,
1006089,,,,,
1001978,,,,,
1010900,Y,Y,Y,Y,Y
1006232,,,,,
1004914,,,,,
1001228,,,,,
1002990,,,,,
1008845,Y,,,,
1006264,Y,,,Y,Y
1002050,,,,,
1018198,Y,,,,
1004594,,,,,
1007518,,,,,
1000758,,Y,,Y,
1010176,Y,Y,Y,,Y
1006828,,,,,
1001906,Y,Y,Y,Y,Y
1006487,Y,Y,Y,Y,Y
1006873,Y,Y,,Y,Y
1005508,Y,Y,,Y,
1003783,,,,,
1011667,Y,,,,
1018276,Y,Y,,Y,
1003984,,,,,
1007857,,,,,
1005862,,Y,,Y,
1000915,,,,,
1010976,Y,,Y,Y,Y
1007231,,,,,
1006994,,,,Y,Y
1003224,,,,,
1010093,,,,,
1007246,Y,Y,Y,,
1001525,,,,,
1006092,,,,,
1010036,,,,,
1005840,Y,,,Y,Y
1001941,,,,,
1018129,Y,,Y,,Y
1009030,Y,Y,,Y,
1000266,Y,,,,
1006638,,,,,
1018627,Y,Y,Y,Y,Y
1018626,Y,Y,Y,Y,Y
1008250,Y,,,,
1006073,,,,,
1005471,,,,,
1004616,,,,,
1012060,Y,,,,
1010839,Y,Y,Y,Y,Y
1008674,Y,,,,
1019128,Y,,,,
1001260,Y,,,,
1011733,Y,Y,,,Y
1005754,Y,Y,,,
1007087,,,,,
1001889,,Y,,Y,
1004620,Y,,,,Y
1010094,Y,,,,
1007619,,,,,
1002060,Y,,Y,Y,Y
1004169,Y,Y,,Y,Y
1000926,,,,Y,
1011820,Y,Y,Y,Y,Y
1002870,Y,Y,Y,Y,Y
1005143,,,,,
1002164,,,,,
1003979,,,,,
1005427,,,,,
1000528,,,,Y,
1010894,Y,Y,,Y,Y
1006257,,,,Y,
1008668,,Y,,,
1002863,Y,Y,,,
1002864,Y,Y,,,
1007245,Y,Y,,Y,Y
1008675,Y,,,,
1008620,,,Y,Y,
1006221,,,,,
1002835,Y,,,,
1012770,Y,Y,Y,Y,Y
1010408,Y,Y,,,
1002289,Y,Y,,,Y
1019052,Y,,,,
1019053,Y,,,,
1019051,Y,,,,
1012153,Y,Y,,Y,Y
1012151,Y,Y,,Y,Y
1012150,Y,Y,,Y,Y
1012152,Y,Y,,Y,Y
1005286,,,,,
1012580,Y,,,,
1007056,,,,,
1009253,Y,,,,
1005005,,,,,
1000452,,,,,
1012172,Y,,,,
1019363,Y,,,,
1005731,Y,,,,
1012656,Y,,,,Y
1005828,,,,,
1010638,Y,,,,Y
1012556,Y,Y,,Y,
1003886,Y,,,,
1004913,,,,,
1006177,,Y,,Y,
1003135,,,,,
1011348,Y,Y,,,Y
1009891,,,,Y,
1008101,Y,Y,,Y,Y
1002920,,Y,,,
1016803,Y,Y,,Y,Y
1007028,,,,,
1000482,,,,,
1004376,,Y,Y,,
1018921,Y,,Y,Y,Y
1001249,Y,,,Y,Y
1011352,Y,Y,,,Y
1004609,Y,,,Y,Y
1004678,Y,Y,Y,Y,
1006916,,,,,
1019430,Y,,,,Y
1000929,Y,Y,,Y,
1007109,,,,,
1003184,,,,,
1005620,Y,Y,Y,Y,Y
1003778,Y,Y,,Y,Y
1000629,Y,,,,
1019358,Y,Y,,Y,
1011593,Y,,Y,Y,
1007764,,,,,
1019328,Y,Y,,Y,
1006079,,,,,
1010272,Y,Y,,Y,Y
1012268,Y,,,,Y
1019344,Y,,,,Y
1007778,,,,,
1011696,Y,,,Y,Y
1008605,Y,,,,Y
1002472,,,,,
1002179,,,,,
1019478,Y,,,,Y
1003943,,,,,
1002718,,,,,
1012113,Y,,,,
1005702,,,,,
1001322,,,,,
1007315,,,,,
1003985,Y,Y,,Y,Y
1010871,Y,Y,Y,Y,
1008558,,Y,,Y,
1002350,Y,,,,
1009870,,,,Y,
1007105,,,,,
1007841,,,,,
1011353,Y,Y,,,Y
1009749,Y,Y,,Y,Y
1001835,,,,,
1006595,Y,Y,,Y,Y
1008213,Y,,Y,Y,
1019321,Y,Y,Y,Y,Y
1019322,Y,Y,Y,Y,Y
1002986,,,,,
1019598,Y,,,,
1000399,,,,,
1003065,,Y,,Y,Y
1004602,Y,,Y,Y,Y
1009877,Y,Y,,Y,Y
1009514,Y,,,,
1009307,Y,,,,
1010990,Y,Y,,Y,
1011605,Y,,,,Y
1000973,,,Y,Y,
1009981,,,Y,Y,
1000972,,,Y,Y,Y
1001600,,,,,
1000098,Y,Y,Y,Y,Y
1011146,Y,,,,
1005048,Y,Y,,,
1018170,Y,Y,,Y,Y
1001653,Y,Y,,Y,Y
1005259,Y,,,Y,Y
1011241,Y,,,,Y
1006470,Y,,,,
1009712,Y,Y,Y,Y,Y
1012456,Y,,,,
1004701,Y,,,,Y
1001497,,,,,
1000213,,Y,Y,Y,Y
1003719,,,,,
1005753,,Y,,,
1012366,Y,,Y,,Y
1001735,,,,,
1006674,Y,,,,
1010683,Y,,,,Y
1000869,,,,,
1005506,,,,,
1000755,,,,,
1008298,,Y,,,
1000460,Y,,,Y,
1018578,Y,Y,,Y,Y
1003011,Y,Y,,Y,Y
1019027,Y,,,,Y
1007779,,,,,
1005567,,,,,
1010218,,Y,,Y,
1002853,,,,,
1000348,,,,,
1018097,Y,Y,Y,Y,Y
1012404,Y,Y,Y,Y,Y
1005094,,,,,
1018986,Y,Y,,Y,Y
1004349,Y,,,,Y
1012199,Y,Y,Y,Y,Y
1019183,Y,Y,,Y,Y
1001523,Y,,,,
1012170,Y,Y,,,
1000674,,,,,
1002209,Y,Y,,,
1016885,Y,Y,Y,Y,Y
1003414,Y,,,Y,Y
1001632,,Y,,Y,
1002276,,Y,,Y,
1006543,,Y,,Y,Y
1007823,,,,,
1003864,,,,,
1018474,Y,Y,Y,Y,Y
1018477,Y,Y,Y,Y,Y
1018478,Y,Y,Y,Y,Y
1018479,Y,Y,Y,Y,Y
1018480,Y,Y,Y,Y,Y
1018482,Y,Y,Y,Y,Y
1018483,Y,Y,Y,Y,Y
1003192,,,,,
1003191,,,,,
1009899,Y,,,,Y
1009901,Y,,,,Y
1009900,Y,,,,Y
1009301,Y,,,,
1007797,Y,,,,Y
1001985,Y,,,,
1005530,Y,Y,Y,Y,Y
1010842,Y,Y,Y,Y,Y
1005145,,,Y,Y,
1010266,Y,,,,
1007113,,,,,
1007090,,,,,
1005610,Y,Y,,,Y
1017978,Y,Y,,,Y
1012490,Y,Y,,Y,Y
1006320,Y,Y,Y,Y,Y
1008447,Y,,,Y,
1006121,,,,,
1005072,,,,,
1001614,,,,,
1012082,Y,Y,,Y,
1012021,Y,Y,,Y,
1012579,Y,,,,
1002922,,Y,,Y,
1018782,Y,,,,
1018963,Y,,,,
1012648,Y,Y,,,
1016905,Y,,,,Y
1008677,Y,,,,
1006909,,,,,
1006225,,,,,
1010743,Y,,,Y,Y
1001230,,,,,
1018593,Y,,,,
1010948,Y,Y,Y,Y,Y
1010947,Y,Y,Y,Y,Y
1002428,,Y,Y,Y,Y
1005921,,,,,
1007509,,,,,
1019149,Y,,,,
1003228,,,,,
1005681,,,,,
1008314,Y,,,,Y
1008002,,,,,
1006908,,,,,
1012388,Y,Y,Y,,Y
1018363,Y,,,,
1005503,,,,,
1003027,Y,Y,Y,Y,Y
1003763,,Y,,Y,
1010239,,,,,
1003342,Y,Y,Y,Y,Y
1002501,,,,,
1002923,Y,Y,,Y,Y
1012609,Y,Y,,Y,Y
1011216,Y,Y,,,Y
1018777,Y,,,,
1004395,Y,Y,,Y,Y
1005919,,,,,
1006783,Y,Y,Y,Y,Y
1012446,Y,Y,Y,Y,Y
1002154,,,,,
1002500,,,,,
1001535,,,,,Y
1008141,Y,,,,
1000749,,,,,
1019286,Y,,,,
1003506,,,,,
1004792,,Y,,Y,Y
1018215,Y,Y,,Y,
1005073,Y,Y,,Y,
1009818,Y,,,,
1001180,,Y,Y,Y,
1018103,Y,,,,Y
1009554,Y,,,,
1005563,,,,,
1018302,Y,,,,Y
1010327,Y,,,,
1001442,Y,Y,,,Y
1000932,,,,,
1004357,,,,,
1007765,,,,,
1011596,Y,,Y,Y,Y
1005129,Y,,,,Y
1011084,Y,Y,,Y,Y
1003402,Y,Y,,Y,Y
1018499,Y,Y,Y,,Y
1010311,Y,,,,Y
1019477,Y,,,Y,Y
1004735,Y,,,,
1010145,Y,Y,,Y,Y
1005260,Y,,,Y,Y
1010982,Y,Y,Y,Y,Y
1003273,,,,,
1007233,Y,Y,,,Y
1002169,,,,,
1019122,Y,Y,,Y,Y
1019315,Y,Y,Y,Y,Y
1004184,Y,Y,Y,Y,Y
1007199,,,,,
1011853,Y,,,,
1005457,,,,,
1009815,Y,,,,
1001483,Y,Y,,Y,Y
1004997,,,,,
1002470,,Y,Y,Y,
1004770,Y,Y,,Y,Y
1005458,Y,Y,,Y,
1001464,,,,,
1010983,Y,Y,Y,Y,Y
1010984,Y,Y,Y,Y,Y
1000313,,,,,
1006030,Y,,,,
1002379,,,,,
1008079,Y,,,,
1002155,Y,,,,
1005409,,,,,
1001489,,,,,
1011310,Y,,,Y,Y
1019204,Y,,,,
1001516,,,,,
1002591,,,,,
1005435,,,,,
1009517,Y,,,,
1004009,,,,,
1001360,,,,Y,
1002959,,,Y,,
1010546,Y,,,,Y
1006139,,,,,
1001905,,,,,
1000598,,,,,
1008680,Y,,,,
1009225,Y,,,,
1011330,Y,,,,Y
1018790,Y,Y,Y,Y,Y
1018791,Y,,Y,Y,Y
1004048,Y,Y,,Y,Y
1011130,Y,Y,,Y,Y
1012502,Y,Y,,Y,Y
1008885,Y,Y,,Y,Y
1008883,Y,Y,,Y,Y
1008880,Y,Y,,Y,Y
1008881,Y,Y,,Y,Y
1008894,Y,Y,,Y,Y
1008884,Y,Y,,Y,Y
1008882,Y,Y,,Y,Y
1008891,Y,Y,,Y,Y
1008893,Y,Y,,Y,Y
1008890,Y,Y,,Y,Y
1008886,Y,Y,,Y,Y
1012532,Y,Y,,Y,Y
1008892,Y,Y,,Y,Y
1008888,Y,Y,,Y,Y
1008889,Y,Y,,Y,Y
1008887,Y,Y,,Y,Y
1012537,Y,Y,,Y,Y
1007235,,,,,
1005966,,,,Y,Y
1003231,,,,,
1003230,,,,,
1012731,Y,,,,
1005108,,Y,Y,Y,
1008462,Y,Y,Y,,
1019500,Y,,,Y,Y
1003383,Y,,,,
1001766,Y,Y,Y,Y,
1007176,,,,,
1005557,,Y,,,
1018454,Y,Y,,Y,Y
1003609,Y,Y,,Y,Y
1003610,Y,Y,,Y,Y
1019601,Y,Y,,Y,
1009297,Y,,,,
1001922,Y,,,,Y
1002007,,,,,
1006644,Y,,,,Y
1019410,Y,,,,Y
1004750,Y,Y,Y,Y,Y
1004751,Y,Y,Y,Y,Y
1006815,,,,,
1005000,Y,,,,
1000362,,,,,
1000791,Y,,Y,Y,
1009434,Y,,,,
1003401,,,,,
1004741,,,,,
1000712,Y,,,,
1007578,,,,,
1002237,Y,Y,,,Y
1019235,Y,Y,Y,,Y
1009338,Y,,,,
1005925,,,,,
1007720,,,,,
1002149,,,,,
1007003,,,,,
1007069,,,,,
1007346,Y,,,Y,Y
1004430,,,,,
1003429,,,,,
1009020,,,,,
1018352,Y,Y,,Y,Y
1000425,,,,,
1001814,,,,,
1019493,Y,,,,Y
1012064,Y,Y,,Y,Y
1002843,Y,,,,Y
1010117,Y,,,,Y
1007081,,,,,
1018208,Y,Y,Y,Y,Y
1018210,Y,Y,Y,Y,Y
1018186,Y,Y,Y,Y,Y
1000427,,,,,
1000732,Y,,,,
1003884,,,,,
1009996,Y,,,,
1012524,Y,Y,Y,Y,Y
1010436,Y,Y,,Y,Y
1007336,Y,Y,,Y,
1006367,,,Y,Y,
1003425,Y,Y,,Y,Y
1010020,,,Y,Y,Y
1000575,,,,,
1008114,Y,,,,
1001114,,,,,
1004500,,,,,
1006310,Y,,,,Y
1001126,,,,,
1006450,,Y,,Y,Y
1018444,Y,,,,Y
1018549,Y,,,,Y
1011354,Y,Y,,,Y
1006918,,,,,
1005116,,,,,
1007782,,,,,
1000134,Y,,,,Y
1009510,Y,,,,
1008917,Y,Y,Y,Y,Y
1007784,,,,,
1007783,,,,,
1002707,,,,,
1009519,Y,,,,
1019142,Y,Y,Y,Y,Y
1019145,Y,Y,,Y,Y
1002349,,,,,
1008718,Y,,Y,Y,
1005060,Y,,,,
1001787,,,,,
1005132,,,,,
1007019,,,,,
1005590,,,,,
1005643,,,,,Y
1000885,,,,,
1011918,Y,,,,Y
1003686,,Y,Y,Y,
1008553,Y,Y,,Y,Y
1009481,Y,,,,
1011947,Y,,,,
1002150,,,,,
1005564,,,,,
1005565,,,,,
1004290,,,,,
1001726,Y,Y,,Y,Y
1005244,,,,,
1004541,Y,,,,
1008340,Y,Y,Y,Y,Y
1018382,Y,,,,
1019419,Y,,,,Y
1004577,Y,Y,Y,Y,
1019312,Y,,,,Y
1005370,,Y,Y,Y,
1003197,,,,Y,
1003667,Y,Y,,Y,
1007014,,,,,
1004073,Y,Y,Y,Y,Y
1008914,Y,Y,Y,Y,Y
1003054,,,,,
1019418,Y,,,,
1000349,,,,,
1018284,Y,Y,,,Y
1005778,Y,Y,Y,Y,Y
1000194,Y,,,,
1009335,Y,,,,
1019259,Y,Y,,Y,Y
1006108,,,,,
1011998,Y,Y,Y,Y,Y
1006840,,,,,
1008442,Y,Y,,,Y
1006804,Y,Y,,Y,Y
1009907,Y,Y,Y,Y,Y
1019070,Y,,,,
1003056,,,,,
1004385,,Y,Y,Y,
1008539,Y,Y,,,Y
1008911,Y,Y,Y,Y,Y
1011126,Y,,,,
1005278,,,Y,Y,
1006473,Y,,,,
1003696,,,,Y,
1005964,,,,,
1011004,Y,,,,
1002448,,,,,
1002756,Y,Y,Y,Y,Y
1010049,Y,Y,,Y,Y
1008731,Y,Y,,Y,Y
1005973,,,,,
1018303,Y,,,,
1009569,Y,,,,
1005288,,,,,
1018668,Y,,,,
1000984,,,,,
1012411,Y,Y,Y,Y,
1007547,,,,,
1000203,,,,,
1004674,,,,,
1004267,Y,,,,
1005355,,,,,
1005354,,,,,
1000075,Y,Y,Y,Y,
1016785,Y,,,,Y
1018366,Y,,,,Y
1009374,Y,,,,
1001527,Y,,Y,,Y
1012644,Y,,,,Y
1012143,Y,Y,Y,,Y
1000741,,,,,
1000659,,,,,
1019033,Y,,,,Y
1000846,,,,,
1007166,,,,,
1009265,Y,,,,
1000342,Y,Y,,Y,
1012576,Y,Y,,Y,Y
1007545,,,,,
1009878,,,,,
1011614,Y,,,,Y
1003081,Y,Y,,Y,
1000955,,,,,
1019048,Y,,,,
1008209,Y,Y,Y,Y,Y
1012271,Y,Y,,Y,Y
1012270,Y,Y,,Y,Y
1012756,Y,,,,
1001122,,,,,
1005929,,,,,
1008115,Y,,Y,Y,Y
1011286,Y,,,,
1001085,,,,,
1003285,Y,,,Y,Y
1003969,Y,Y,Y,Y,Y
1003970,Y,Y,Y,Y,Y
1003971,Y,Y,Y,Y,Y
1018637,Y,Y,Y,Y,Y
1004158,,,,,
1001693,,,,,
1008694,Y,,,,
1011778,Y,,,,
1011964,Y,,,,
1000733,,,,,
1012514,Y,,,,
1010590,Y,,,Y,
1008802,Y,Y,,Y,Y
1019479,Y,,,Y,Y
1000991,,,,,
1018349,Y,Y,,Y,Y
1004695,Y,,,,Y
1008695,Y,,,,
1016887,Y,,,,
1010836,Y,,,,Y
1004604,,,,,
1003932,,,,,Y
1003978,,,,,
1012425,Y,Y,,Y,
1002701,,,,,
1009065,,Y,,Y,
1007632,,,,,
1010821,Y,Y,,,Y
1002727,Y,,,Y,Y
1012493,Y,,,,
1009420,Y,,,,
1007637,,,,,
1001829,,,,,
1003369,,,,,
1000743,,,,,
1000664,,,,,
1000660,,,,,
1000652,,,,,
1019194,Y,Y,,Y,Y
1012671,Y,Y,,,
1000347,,,,,
1018169,Y,Y,Y,Y,
1004961,,,,,
1004132,,,,,
1009975,Y,,,,Y
1004967,,,,,
1004208,,,,,
1018877,Y,,,,
1006982,,,,,
1010279,Y,,,,Y
1011575,Y,Y,,,
1011611,Y,,,,Y
1002102,,,,,
1001084,,,,,
1009816,Y,Y,,Y,
1000217,,,Y,Y,Y
1010355,Y,,,,
1005261,Y,,,Y,Y
1006286,Y,Y,,Y,
1000827,Y,,,Y,Y
1012796,Y,Y,,,
1019119,Y,,,,Y
1011576,Y,,,,
1007093,,,,,
1000514,,,,,
1000450,,,,,
1002100,,,Y,Y,
1011264,Y,,,,
1009247,Y,,,,
1007119,,,,,
1016800,Y,,,,
1003396,,,,,
1002712,,,,,
1005867,,,,,
1003915,Y,Y,,Y,Y
1007318,,,,,
1002781,,,,,
1001945,,,,,
1010601,Y,,,,
1008696,,,,,
1018975,Y,,,Y,Y
1011198,Y,,,,
1004683,Y,Y,,Y,
1004206,Y,Y,,,Y
1008698,Y,,,,
1007312,Y,,Y,Y,
1007432,,,,,
1008702,,,,,
1007691,,Y,Y,Y,
1005464,Y,,,,
1010960,Y,Y,,Y,
1001821,,,,,
1004832,,,,,
1001977,,,,,
1002129,Y,Y,Y,Y,
1002663,,Y,,Y,
1003713,,Y,,Y,Y
1002661,,Y,,Y,
1004555,,,,,
1002665,,Y,,Y,
1002662,,,,,
1002659,,Y,,Y,
1002660,,Y,,Y,
1002664,,Y,,Y,
1001078,,,,,
1000409,,Y,Y,Y,
1002412,Y,Y,Y,,
1001811,,Y,Y,Y,
1007669,,,,,
1009840,Y,Y,,Y,Y
1002558,,,,,
1016903,Y,,,Y,
1007046,,,,,
1007397,Y,,,,
1019355,Y,,,,
1001022,,,,,
1001021,,,,,
1001019,,,,,
1002062,Y,Y,Y,Y,Y
1016878,Y,,,Y,
1000620,,,Y,Y,Y
1011396,Y,,,,Y
1001068,,,,,
1002822,,,,,
1005214,Y,,,,Y
1003412,Y,Y,,Y,Y
1009275,Y,,,,
1019211,Y,,,,Y
1004183,Y,Y,,Y,Y
1009795,Y,Y,Y,Y,Y
1011316,Y,Y,Y,Y,Y
1009796,Y,Y,Y,Y,Y
1009794,Y,Y,Y,Y,Y
1005167,,,,,
1009680,Y,Y,Y,Y,Y
1004988,Y,Y,,Y,Y
1004990,Y,,,,
1004989,Y,Y,,Y,Y
1009460,Y,,,,
1001495,Y,Y,,,
1008197,Y,,,,
1002486,Y,Y,,Y,Y
1002485,Y,Y,,Y,Y
1001724,,,,,
1004113,,,,,
1019428,Y,,,,
1009356,Y,,,,
1005040,Y,,,,Y
1005262,Y,,,Y,Y
1000177,,,,,
1002055,,,,,
1002772,,,,,
1003295,Y,Y,,Y,
1009487,Y,,,,
1004520,Y,,Y,Y,Y
1004519,Y,,Y,Y,Y
1004522,Y,,Y,Y,Y
1007789,,,,,
1002381,,,,,
1006596,,Y,,Y,Y
1007861,,,,,
1007252,,,,,
1005361,,,,,
1005745,,,,,
1002752,,,,,
1000884,Y,Y,Y,,Y
1007864,,,,,
1007851,,,,,
1008699,Y,Y,,Y,Y
1001014,,,,,
1009080,Y,Y,,Y,
1002738,Y,Y,,Y,Y
1000978,,,,,
1011430,Y,Y,,Y,Y
1009626,Y,Y,,Y,Y
1001902,,,,,
1009457,Y,,,,
1005215,,,,,
1007359,,,,,
1004141,,,,,
1008601,Y,Y,Y,Y,Y
1002736,Y,Y,,Y,Y
1005888,Y,Y,,Y,Y
1010902,Y,,,,
1009025,Y,Y,Y,Y,Y
1004612,Y,,,,
1004613,,,,,
1011494,Y,Y,,Y,Y
1007859,,,,,
1007257,,,,,
1011355,Y,Y,,,Y
1017960,Y,Y,,,Y
1009438,Y,,,,
1002238,Y,,,,
1010075,,,,,
1018281,Y,Y,Y,Y,Y
1006639,Y,,,,
1006640,Y,,,,
1016802,Y,Y,,Y,Y
1001897,Y,,,,
1002903,,,,,
1008293,Y,Y,,Y,
1007792,,,,,
1002437,,,,,
1001092,,,,,
1006060,Y,,,,
1018449,Y,Y,Y,,Y
1005452,Y,Y,,Y,Y
1000593,,Y,Y,Y,
1010514,Y,,,,
1011272,Y,Y,,Y,Y
1017972,Y,Y,Y,Y,Y
1008976,Y,Y,,Y,Y
