FMID,Credit,WIC,WICcash,SFMNP,SNAP
1000855,Y,,,,Y
1000127,Y,Y,,Y,Y
1004087,,,,,
1012730,Y,Y,,Y,Y
1009520,Y,,,,
1010505,Y,,,,
1012227,Y,Y,,Y,Y
1010501,Y,,,,
1003981,,,,,
1001570,Y,Y,,Y,Y
1002389,,,,,
1007225,,,,,
1000466,,,,,
1003868,,,,,
1003869,,,,,
1000900,,,,,
1010019,Y,Y,Y,Y,Y
1006207,,Y,,Y,
1018124,Y,Y,,Y,Y
1009322,Y,,,,
1007059,,,,,
1009164,Y,,,,
1012783,Y,Y,,Y,Y
1006326,,,,,
1011540,Y,,,,
1001660,Y,Y,Y,,
1000222,,,,,
1004777,Y,Y,,Y,Y
1001659,Y,Y,Y,Y,
1008798,Y,Y,,Y,
1009479,Y,,,,
1008799,Y,Y,,Y,
1007372,,,,,
1006874,,,,,
1006086,,,,,
1012160,Y,Y,,Y,
1007567,,,,,
1000003,Y,Y,,Y,Y
1001298,Y,,,,Y
1003917,,,,,
1006939,,,,,
1019118,Y,,,,
1012067,Y,,,,Y
1012133,Y,,,,
1012664,Y,Y,,Y,Y
1004251,,,,,
1007550,,,,,
1003777,Y,Y,,Y,Y
1011612,Y,,Y,Y,
1012369,Y,,Y,Y,Y
1011609,Y,,Y,Y,
1011618,Y,,Y,Y,
1011619,Y,,Y,Y,
1011622,Y,,Y,Y,
1011623,Y,,Y,Y,
1011625,Y,,Y,Y,
1011627,Y,,Y,Y,
1011629,Y,,Y,Y,
1011631,Y,,Y,Y,
1011632,Y,,Y,Y,
1011633,Y,,Y,Y,
1011635,Y,,Y,Y,
1011636,Y,,Y,Y,
1011638,Y,,Y,Y,
1011641,Y,,Y,Y,
1011642,Y,,Y,Y,
1011643,Y,,Y,Y,
1011644,Y,,Y,Y,
1011645,Y,,Y,Y,
1011646,Y,,Y,Y,
1011649,Y,,Y,Y,
1011650,Y,,Y,Y,
1011608,Y,,Y,Y,
1011617,Y,,Y,Y,
1011621,Y,,Y,Y,
1011626,Y,,Y,Y,
1011628,Y,,Y,Y,
1011634,Y,,Y,Y,
1011637,Y,,Y,Y,
1011639,Y,,Y,Y,
1011640,Y,,Y,Y,
1011647,Y,,Y,Y,
1011648,Y,,Y,Y,
1011651,Y,,Y,Y,
1018716,Y,,,,Y
1007185,,,,,
1007164,,,,,
1007161,,,,,
1007150,,,,,
1007155,,,,,
1007175,,,,,
1000040,,,,,
1003582,,,,,
1000024,,,,,
1004790,,,,Y,Y
1012294,Y,,,,Y
1004049,,,,Y,
1005446,Y,,,Y,Y
1008541,Y,,,,
1012634,Y,Y,Y,Y,Y
1004805,,Y,,Y,
1008540,,,,,
1004159,,,,,
1001011,,,,,
1000527,,,,,
1010508,Y,,,,
1000022,,,,,
1006759,Y,,,,
1006377,,,,,
1001388,Y,Y,,Y,
1002699,,,,,
1003711,,Y,,Y,Y
1011922,Y,,,,
1003303,,,,,
1006151,Y,,,,Y
1004603,,Y,,Y,
1002009,Y,,Y,Y,
1003120,,,Y,Y,Y
1008066,Y,,,,
1000179,,,,,
1004263,,Y,Y,Y,Y
1003732,,,,,
1004362,,Y,,,Y
1010343,,Y,Y,Y,Y
1009426,Y,,,,
1018900,Y,Y,,Y,Y
1018898,Y,Y,,Y,Y
1007568,,,,,
1011392,Y,,,,
1003166,,,,,
1009045,,,,,
1006809,,,,,
1003827,Y,Y,,,Y
1003828,Y,Y,,,Y
1005709,Y,,,,
1018717,Y,Y,Y,,Y
1007327,,,,,
1000089,Y,Y,Y,Y,Y
1003427,,,,,
1001666,Y,Y,,Y,Y
1006116,,,,,
1003826,Y,,Y,Y,Y
1009545,Y,,,,
1009171,Y,,,,
1000108,,,,,
1008449,Y,,,,Y
1000107,,,,,
1018309,Y,Y,,Y,
1018580,Y,Y,,Y,Y
1002657,Y,,Y,,Y
1004268,,,,,
1007710,,Y,,Y,
1000401,,,,,
1012567,Y,,,,
1002769,Y,Y,,Y,Y
1019398,Y,,,,Y
1007856,,,,,
1004226,Y,Y,,,
1005377,,,,Y,
1004719,Y,,,Y,Y
1012688,Y,,,,
1012045,Y,Y,,Y,Y
1002252,,,,,
1005397,,,,,
1007487,,,,,
1018940,Y,Y,,Y,
1000966,,,,,
1006991,,,,,
1003959,,Y,Y,Y,
1006237,,Y,Y,Y,
1003617,,,,,
1012313,Y,,,,Y
1018765,Y,Y,,,Y
1000175,Y,Y,Y,,
1011072,Y,Y,,,
1009946,,,,Y,
1005622,,Y,Y,Y,
1007009,,,,,
1007089,,,,,
1004525,Y,,,,Y
1002507,,,,,
1003124,,,,,
1001155,,,,,
1011260,Y,,,,
1003784,,,,,
1002302,Y,Y,,Y,
1006678,Y,Y,,Y,Y
1009320,Y,,,,
1009864,Y,,,,
1007457,,,,,
1003568,Y,Y,,Y,
1000189,,Y,,,
1005654,,,,,
1000494,Y,,,,Y
1005682,,,,,
1007569,,,,,
1012809,Y,,,,
1011981,Y,Y,,,
1018428,Y,,,Y,
1010933,Y,,,Y,Y
1006618,,,,,
1012315,Y,,,,Y
1006135,,,,Y,
1018509,Y,,,,
1000410,Y,Y,Y,Y,Y
1008261,Y,,,,Y
1002729,,Y,Y,Y,
1009328,Y,,,,
1009553,Y,,,,
1003809,,,,,
1010195,Y,Y,,Y,Y
1000015,,,,,
1005710,Y,Y,Y,Y,Y
1010418,Y,Y,,Y,Y
1003357,Y,Y,,Y,Y
1005551,,,,,
1001957,Y,,,,
1011432,Y,Y,,,Y
1003241,,,,,
1005771,,,,,
1009443,Y,,,,
1009444,Y,,,,
1005267,Y,,,Y,Y
1004422,Y,,,,
1007798,Y,,,,Y
1002239,Y,Y,,,Y
1002247,,,,Y,
1004875,,,,,Y
1012801,Y,,,,
1005313,,Y,Y,Y,
1001549,Y,,,,Y
1019081,Y,Y,,,
1000199,Y,Y,,,Y
1005566,,,,,
1012685,Y,,,,
1006669,,,,,
1019186,Y,,,,
1018622,Y,Y,Y,Y,Y
1011456,Y,Y,,,Y
1004130,Y,Y,,,Y
1003003,Y,Y,Y,Y,Y
1003946,,,,,
1002518,Y,Y,,,Y
1002517,Y,Y,,,
1000051,,,,Y,
1019049,Y,,,Y,Y
1010944,Y,,,,
1012237,Y,,,Y,
1012242,Y,,,Y,
1005320,Y,Y,,Y,Y
1007717,,,,,
1001296,Y,Y,Y,Y,
1006251,Y,,,,Y
1002043,Y,Y,,Y,
1000376,,,,,
1000394,,,,,
1007027,,,,,
1009359,Y,,,,
1018562,Y,Y,Y,Y,Y
1010667,Y,,,,Y
1011719,Y,,,,Y
1010668,Y,,,,Y
1011720,Y,,,,Y
1011721,Y,,,,Y
1011725,Y,,,,Y
1010670,Y,,,,Y
1011724,Y,,,,Y
1010671,Y,,,,Y
1011723,Y,,,,Y
1011726,Y,,,,Y
1011722,Y,,,,Y
1010666,Y,,,,Y
1010664,Y,,,,Y
1011727,Y,,,,Y
1010665,Y,,,,Y
1011218,Y,Y,,,Y
1003237,,,,,
1011905,Y,Y,,Y,Y
1009496,Y,,,,
1011342,Y,Y,,Y,Y
1006895,,,,,
1003364,Y,,,,
1019457,Y,,,Y,Y
1005016,,,,,
1010174,Y,,,,
1010889,Y,,,,
1009761,Y,,,,
1018715,Y,Y,Y,Y,Y
1008076,Y,,,,Y
1001888,,,,,
1000623,,,,,
1001517,,,,,
1002883,,,,,
1010059,Y,,,,
1003870,,,,,
1009026,Y,,,,
1010879,Y,Y,Y,Y,Y
1019499,Y,Y,Y,Y,Y
1010878,Y,Y,Y,Y,Y
1011052,Y,,,,
1010138,Y,,,,
1012724,Y,,,Y,Y
1004816,,,,,
1008078,Y,,,,
1004024,Y,,,,Y
1000173,Y,Y,,,
1012326,Y,,,,Y
1006075,Y,,,,Y
1004286,,,,,
1002522,Y,Y,Y,Y,
1003109,,,,,
1008941,Y,,,,
1003097,Y,Y,,Y,Y
1002857,,,,,
1019523,Y,Y,,Y,Y
1018937,Y,,,,
1004640,,,,,
1002138,,,,,
1019436,Y,Y,Y,Y,
1010148,Y,Y,Y,Y,Y
1012521,Y,,,,Y
1003373,,,,,
1005688,,,,,
1009403,Y,,,,
1018358,Y,,,,Y
1011715,Y,,,,
1009340,Y,,,,
1009343,Y,,,,
1001282,Y,Y,Y,Y,
1009357,Y,,,,
1011178,Y,,,,
1007718,,,,,
1008723,Y,Y,,Y,Y
1008278,,,,,
1004275,Y,,,,
1019497,Y,,Y,,
1006224,,,,Y,
1005045,Y,,,,
1002751,,,,,
1003585,Y,Y,Y,Y,
1007187,,,,,
1010447,,,,Y,
1008265,Y,,,,
1012606,Y,,,,
1010202,Y,,,Y,
1018131,Y,,,,
1002467,,,,,
1000132,,,,,
1005811,,Y,,,
1019459,Y,Y,,Y,Y
1006923,Y,Y,,Y,
1000375,,,,,
1009439,Y,,,,
1011262,Y,,,,
1009213,Y,,,,
1006779,,,,,
1002459,,,,,
1005069,Y,Y,,Y,Y
1003362,,,,,
1009409,Y,,,,
1007532,,,,,
1007531,,,,,
1007865,,,,,
1009369,Y,,,,
1007402,,Y,,Y,
1005159,Y,,,,Y
1003635,,,,,
1011817,Y,,,,Y
1010320,Y,,,,
1005720,,Y,,Y,
1001778,,Y,Y,Y,
1011400,Y,,,,
1011157,Y,Y,,Y,Y
1009533,Y,,,,
1017914,Y,Y,,,Y
1005246,,,,,
1010166,Y,,,,
1018181,Y,Y,,Y,Y
1018910,Y,Y,,Y,Y
1009387,Y,,,,
1010456,Y,Y,,Y,Y
1006868,,,,,
1007060,,,,,
1007061,,,,,
1018427,Y,,,,
1005655,,Y,,Y,
1011676,Y,Y,,Y,
1001646,Y,Y,Y,Y,Y
1016870,Y,,,Y,Y
1012083,Y,Y,,Y,Y
1006812,Y,Y,,Y,Y
1010823,Y,,,,
1006261,,Y,,Y,
1004476,,Y,Y,,
1004137,Y,,Y,Y,
1001585,Y,,,,
1000256,,,Y,Y,
1011395,Y,,,,
1008547,Y,,,,
1005486,,Y,,,
1008550,,,,,
1004129,Y,Y,,Y,Y
1012178,Y,Y,Y,Y,Y
1019288,Y,Y,,,
1000141,Y,Y,,,Y
1003467,,,,,
1011209,Y,,Y,Y,Y
1005124,Y,,,,
1001405,,,,,
1004131,Y,,,,Y
1005213,,,,,
1001838,,,,,
1006905,,,,,
1004806,Y,Y,,Y,
1011018,Y,Y,,Y,Y
1002331,,,,,
1003793,,,,,
1001779,,,,,
1010554,Y,,,,
1012107,Y,,,,Y
1003944,,,,,
1004715,Y,Y,,Y,Y
1006174,,,,,
1000931,,,,,
1001187,Y,Y,Y,Y,Y
1018871,Y,,,,
1018996,Y,,,Y,Y
1001188,Y,Y,Y,Y,Y
1003495,,,,,
1018740,Y,Y,Y,Y,Y
1012061,Y,,,,Y
1011668,Y,,,,
1010830,Y,,,,
1005819,,,,,
1012627,Y,,,,
1008327,Y,,,,
1011729,Y,,,,
1002494,,,,,
1005743,Y,Y,,Y,Y
1010139,Y,Y,,Y,Y
1003000,Y,Y,,Y,Y
1007590,,,,,
1002721,Y,Y,Y,Y,Y
1006419,,,,,
1010518,Y,,,,
1000251,,,,,
1018973,Y,,,,Y
1011914,Y,,,,
1007521,,,,,
1008226,Y,,,,
1007194,,,,,
1008868,Y,,,Y,
1018096,Y,Y,,Y,Y
1018855,Y,,,Y,
1012308,Y,Y,Y,Y,Y
1001213,,,,,
1007239,Y,Y,Y,Y,
1003283,,,,,
1007200,,,,,
1012142,Y,Y,Y,Y,Y
1010224,Y,,,Y,
1018193,Y,,,,
1010317,,,,,
1008135,Y,Y,,,Y
1003146,Y,,,,Y
1008116,,,,,
1002093,,,,,
1004793,,Y,,Y,
1008554,Y,,,,
1004377,Y,,Y,,
1002035,Y,Y,Y,Y,
1000748,Y,Y,,Y,
1005413,Y,Y,Y,Y,Y
1006262,,,,,
1005297,Y,Y,,Y,
1000048,,,,,
1003782,,,,,
1008838,Y,,,,Y
1001752,Y,,,,Y
1009723,Y,,,,
1001768,Y,,,,Y
1012843,Y,Y,,,Y
1003846,,Y,Y,Y,Y
1006340,,,,,
1010437,Y,,,,
1006819,,,,,
1007412,,,,,
1007196,,,,,
1007570,,,,,
1005579,,,,,
1018860,Y,,,,
1005971,,,,,
1004740,,,,,
1002151,,,,,
1000552,,,,,
1004709,Y,Y,Y,Y,
1007608,,,,,
1003116,Y,,,,
1007062,,,,,
1008244,Y,,,Y,
1007339,,,,,
1012451,Y,Y,,,
1011806,Y,,,,
1005082,Y,,,,
1019293,Y,Y,Y,Y,Y
1018413,Y,,,,Y
1019196,Y,Y,,Y,
1003222,Y,,,,
1007228,,,,,
1003992,,,,,
1003648,,,Y,,
1003649,,,Y,,
1004181,,,,,
1003408,,Y,,Y,
1011530,Y,,,,Y
1011531,Y,,,,Y
1019123,Y,,,,Y
1011842,Y,,,,
1011848,Y,,,,Y
1011144,Y,,,,
1011849,Y,,,,Y
1018224,Y,,,,Y
1016884,Y,Y,,Y,Y
1001455,Y,,,,Y
1002382,Y,,,,
1003808,Y,Y,,Y,
1000958,Y,,,,Y
1003332,Y,Y,Y,Y,Y
1008916,Y,Y,Y,Y,Y
1018647,Y,,Y,,
1009430,Y,,,,
1002803,Y,,,,
1000657,,,,,
1003188,,,,,
1009319,Y,,,,
1002141,,,,,
1000916,,,,,
1006211,,Y,,Y,
1010427,Y,,,,
1001648,Y,,,,Y
1008556,,,,,
1003668,,,,,
1018989,Y,Y,Y,Y,Y
1003299,Y,Y,,Y,Y
1011136,Y,,,,Y
1004582,,,,,
1009380,Y,,,,
1000058,Y,Y,Y,Y,Y
1002397,,,,,
1004605,Y,,Y,,
1006490,Y,Y,,,Y
1002741,Y,Y,,Y,Y
1018373,Y,,,,
1005572,Y,,,Y,
1000734,,,,Y,Y
1012842,Y,,,,Y
1001353,,,,,
1018505,Y,Y,Y,Y,Y
1010160,Y,,,,
1002838,Y,,,,
1010159,Y,,,,
1005784,Y,,,,
1001373,,,,,
1004843,,,,,
1008067,Y,Y,Y,Y,Y
1002091,Y,,,,Y
1000757,Y,,Y,Y,
1001487,,,,,
1003209,,Y,,,
1002901,,,,,Y
1008457,Y,Y,,Y,
1001037,Y,Y,Y,Y,Y
1010121,Y,,,Y,
1007551,,,,,
1018231,Y,,,,Y
1011779,Y,,,,Y
1000396,Y,,,,
1010124,Y,,,,
1008676,,,,,
1019101,Y,,,,
1018249,Y,Y,,,Y
1018836,Y,,,,
1012426,Y,Y,,Y,Y
1007609,,,,,
1002880,Y,Y,,Y,Y
1005303,Y,Y,,Y,Y
1000924,,,,,
1005988,Y,,,,
1007247,,Y,,Y,
1007419,,,,,
1019298,Y,Y,,Y,Y
1010602,Y,,,,
1003375,,,,,
1008403,Y,,,,Y
1011098,Y,,,,Y
1018226,Y,,,,
1012065,Y,,,,Y
1019147,Y,,,,Y
1005786,,,,Y,
1000249,,Y,Y,,
1018251,Y,,Y,Y,Y
1018035,Y,Y,,,Y
1004223,Y,,,,Y
1008093,Y,Y,Y,Y,Y
1018741,Y,,Y,Y,Y
1000970,,Y,Y,Y,
1008272,Y,Y,,,Y
1010115,Y,,,,
1006031,Y,,,,Y
1004606,Y,,,,
1011514,Y,,,,
1011191,Y,Y,Y,Y,Y
1011192,Y,Y,Y,Y,Y
1000184,Y,Y,Y,Y,
1012429,Y,,,,Y
1011816,Y,,,,Y
1018415,Y,,,,
1008393,Y,Y,Y,Y,
1001599,Y,Y,Y,Y,Y
1009250,Y,,,,
1012645,Y,Y,,Y,Y
1019600,Y,,,,
1001581,,,,,
1007678,,Y,,,Y
1001266,,,,,
1002211,,,,,
1010928,Y,,,,
1010457,Y,Y,Y,Y,Y
1008319,Y,,,,
1019404,Y,,,,Y
1007745,,Y,,Y,
1002610,,,,,
1012349,Y,Y,Y,Y,
1005569,,,,,
1002912,,,,,
1008170,Y,,,,
1012466,Y,Y,,Y,Y
1000820,Y,,,Y,Y
1000819,Y,,,Y,Y
1018679,Y,Y,,Y,Y
1018673,Y,Y,,Y,Y
1018670,Y,Y,,Y,Y
1018676,Y,Y,,Y,Y
1018680,Y,Y,,Y,Y
1018671,Y,Y,,Y,Y
1018672,Y,Y,,Y,Y
1018674,Y,Y,,Y,Y
1018677,Y,Y,,Y,Y
1018675,Y,Y,,Y,Y
1018681,Y,Y,,Y,Y
1018678,Y,Y,,Y,Y
1005605,,,,,
1007436,,,,,
1008595,,,,,
1004540,Y,,,,
1004539,Y,,,,
1004706,,,,,
1005196,,,,,
1006817,,,,,
1000546,,,,,
1009706,Y,Y,,Y,Y
1006818,,,,,
1003418,Y,,,,
1008560,,,,,
1006928,,,,,
1007086,,,,,
1007837,,,,,
1011730,Y,,,,
1002104,,,,,
1010955,Y,,,,
1010765,Y,,,,Y
1009292,Y,,,,
1012762,Y,,,,Y
1011181,Y,,,,
1006245,Y,Y,,,
1004614,,Y,,Y,
1004820,,,,,
1002067,,,,,
1000071,Y,Y,Y,Y,Y
1019284,Y,,,,
1019285,Y,,,,
1011620,Y,Y,Y,Y,Y
1007386,,,,,
1003329,,,,,
1003328,,,,,
1018121,Y,,Y,,
1012520,Y,,,Y,
1003170,Y,Y,Y,Y,Y
1004387,Y,Y,Y,Y,Y
1008566,Y,,,,
1006661,Y,Y,,Y,Y
1009445,Y,,,,
1001914,,,,,
1000041,,,,,
1004186,,,,,
1003714,,,,,
1005981,,,,,
1008569,Y,,,,
1009720,,Y,,Y,Y
1001237,,,,,
1007206,,,,,
1018488,Y,,,,
1005120,Y,,Y,Y,Y
1011814,Y,Y,Y,Y,Y
1001947,Y,,,,
1003278,Y,,,,
1004794,,Y,,Y,
1004056,,,,,
1009440,Y,,,,
1004392,,,,,
1011794,Y,Y,,Y,Y
1016910,Y,,,,Y
1000345,,,,,
1018970,Y,,,Y,
1007331,,,,,
1000714,,,,,
1008572,Y,,,,
1011786,Y,,,,
1001963,Y,,,Y,
1009174,Y,,,,
1004328,,,,,
1004329,,,,,
1004066,Y,,,,Y
1004850,,,,,
1007642,,,,,
1008408,Y,,,,
1002720,,,,,
1002510,Y,,,,Y
1007576,,,,,
1002373,Y,,,,Y
1018831,Y,,,,
1002773,,,,,
1000904,,,,,
1000135,,,,,
1002291,,,,,
1005141,,,,,
1019587,Y,,,,
1000774,Y,Y,,,
1002495,,,,,
1008452,Y,,,,
1009921,Y,Y,Y,Y,Y
1011001,Y,,,,
1002524,Y,,,,
1000518,,,,,
1006240,Y,Y,,Y,
1011067,Y,,,Y,
1000601,,,,,
1018547,Y,,,Y,Y
1004030,,,,,
1000845,Y,Y,,Y,Y
1010029,,,,Y,
1002300,,Y,,Y,
1017980,Y,Y,Y,,Y
1012691,Y,,,,Y
1004353,,,,,
1007548,,,,,
1000011,Y,,Y,Y,
1001645,,,,,
1007866,,,,,
1008166,Y,,,,
1012033,Y,Y,Y,Y,Y
1007731,,,,,
1007732,,,,,
1004075,,,,,
1003354,Y,,,,
1004356,Y,Y,Y,Y,
1009230,Y,,,,
1002572,,,,,
1008155,Y,,,Y,
1008159,Y,,,Y,
1001345,,,,,
1005298,Y,Y,,Y,Y
1009958,,,,,
1000636,,,,,
1019602,Y,Y,Y,,Y
1019603,Y,Y,Y,,Y
1019604,Y,Y,Y,,Y
1019605,Y,Y,Y,,Y
1019606,Y,Y,Y,,Y
1019607,Y,Y,Y,,Y
1019608,Y,Y,Y,,Y
1011886,Y,Y,Y,Y,Y
1005430,,,,,
1004178,,,,,
1005404,,,,,
1003699,,,,,
1003697,,,,,
1003700,,Y,Y,Y,
1003701,,,Y,Y,
1006658,,,,,
1011962,Y,,,,
1002545,,,,,
1006932,Y,,,,
1007754,,,,,
1003690,,,Y,Y,
1004244,,,,,
1000844,,,,,
1004939,,,,,
1006934,,,,,
1003952,Y,,,Y,
1008573,Y,,,,Y
1009799,,,,,
1001630,Y,Y,,Y,Y
1012433,Y,,,,
1011613,Y,,,,Y
1002767,Y,Y,,Y,Y
1011376,Y,Y,,Y,Y
1012623,Y,,,,
1016888,Y,Y,Y,Y,Y
1005588,,,,Y,
1000892,,,,,
1012381,Y,,,,Y
1018066,Y,,,,Y
1003876,,,,,
1006606,,,,,
1001217,Y,Y,Y,,Y
1001352,,,,,
1007023,,,,,
1008418,Y,Y,Y,Y,Y
1010085,Y,Y,,Y,Y
1009386,Y,,,,
1019588,Y,Y,Y,Y,Y
1003511,Y,Y,Y,Y,
1004662,,,,,Y
1006699,Y,,,,
1019414,Y,Y,,Y,Y
1003531,Y,Y,,Y,Y
1010247,,Y,,Y,
1005893,,,,,
1004269,Y,Y,Y,Y,Y
1005453,Y,Y,,Y,Y
1007592,,,,,
1009534,Y,,,,
1002036,Y,Y,Y,Y,Y
1017990,Y,,,,
1005685,,,,,
1009239,Y,,,,
1005099,Y,,,,Y
1008863,Y,Y,Y,,Y
1007096,,,,,
1007378,,,,,
1008574,Y,,,,
1018354,Y,Y,,Y,Y
1007080,,,,,
1006697,,,,,
1018297,Y,,,,Y
1002925,,,,,
1004321,Y,,,,
1012509,Y,,,,Y
1012510,Y,,,,Y
1001591,,,,,
1012311,Y,Y,,Y,Y
1004421,,,,,
1005294,Y,,,,
1011111,Y,,,,Y
1012498,Y,Y,Y,Y,Y
1005829,Y,Y,Y,Y,
1003638,,,,Y,
1018590,Y,,,Y,
1010051,Y,,,,
1003279,Y,Y,Y,Y,Y
1008475,Y,,,,Y
1001315,,,,,
1007726,,,,,
1012253,Y,Y,Y,Y,
1018747,Y,Y,,Y,Y
1009085,,,Y,Y,
1000285,,,,,
1009361,Y,,,,
1018603,Y,Y,,Y,
1008678,Y,Y,Y,Y,Y
1008109,Y,Y,,Y,Y
1009007,Y,Y,Y,Y,Y
1012592,Y,,,,
1005994,Y,Y,Y,Y,Y
1010261,,,,,
1001997,,,,,
1000473,,,,,
1012246,Y,,,Y,
1018586,Y,,,,Y
1018723,Y,,Y,Y,
1001715,Y,Y,Y,Y,Y
1001756,Y,,,,
1006866,,,,,
1000104,Y,Y,Y,Y,Y
1010774,Y,,,,
1008578,,,,,
1009048,Y,Y,,Y,Y
1010574,Y,,,Y,
1007376,Y,Y,,Y,
1012529,Y,Y,,Y,Y
1001973,,,,,
1002360,,,,,
1018308,Y,,,,
1005937,Y,,,,Y
1005870,Y,,,,
1017947,Y,,,,Y
1002268,Y,,,,
1001635,Y,Y,Y,Y,
1008580,Y,,,,
1006061,,,,,
1004359,,,,,
1010149,Y,,,,
1012395,Y,,,,Y
1000737,,,,,
1007727,,,,,
1005463,,,,,
1004547,,,,,
1007047,,,,,
1007400,,,,,
1001531,,Y,,Y,
1001530,,Y,,Y,
1001532,,Y,,Y,
1018611,Y,,,,Y
1007222,,Y,,Y,
1018462,Y,Y,,Y,Y
1016781,Y,Y,Y,Y,Y
1003688,,,Y,Y,
1003934,,,,,
1001067,,,,,
1005193,Y,Y,,,Y
1016913,Y,Y,,Y,
1005192,Y,,,,Y
1018346,Y,Y,Y,Y,Y
1005933,,Y,,,
1005934,,Y,,,
1000151,,Y,,Y,
1018425,Y,,,Y,Y
1002208,Y,,,,
1007573,,,,,
1008950,Y,,,,
1009857,Y,,,,Y
1007001,,,,,
1018780,Y,,,Y,
1005797,Y,,,,
1009808,Y,Y,,Y,Y
1012497,Y,,Y,,
1007275,,Y,,,
1000522,,Y,,Y,
1006173,,,,,
1006774,,,,,
1011601,Y,,,,
1011602,Y,,,,
1010196,,Y,Y,Y,Y
1003904,,,,,
1018469,Y,Y,,,Y
1006084,Y,,,,
1010084,Y,Y,Y,Y,Y
1018088,Y,,,,Y
1004065,Y,,,,Y
1001119,Y,,,,Y
1006059,Y,,Y,,Y
1010482,,,,,
1003819,Y,,,,Y
1003820,Y,,,,Y
1009209,Y,,,,
1010529,Y,,,,
1009018,Y,,,Y,Y
1011775,Y,,,,Y
1011774,Y,,,,Y
1004829,,,,,
1007260,,,,,
1005617,,,,,
1008124,Y,,,Y,
1012343,Y,,,Y,Y
1000310,,,,,
1010292,,Y,,Y,
1006396,,,,,Y
1004734,,,,,
1012481,Y,Y,,Y,
1003348,,,,,
1004849,Y,,,,
1003151,Y,Y,,Y,
1003883,,,,,
1006997,Y,,,,Y
1002274,Y,Y,Y,Y,
1002273,,,,,
1002646,,,Y,Y,
1019367,Y,Y,,Y,Y
1000863,Y,Y,,Y,Y
1004933,Y,,,,
1004830,,,,,
1012701,Y,Y,,Y,
1019132,Y,,,,
1010143,Y,,,,
1008581,Y,,,,
1001369,,,Y,Y,
1017979,Y,,,,Y
1000216,,,Y,,Y
1002650,,,,,
1005596,,,,,
1010623,Y,Y,,,Y
1010024,Y,Y,Y,Y,Y
1006357,,,,,
1005865,,,,,
1010262,Y,,,,Y
1003559,,,,,
1000099,Y,Y,Y,Y,Y
1005163,Y,Y,Y,Y,Y
1011398,Y,Y,Y,Y,Y
1008021,,Y,,,
1001192,,Y,Y,Y,
1007112,,,,,
1004045,,,,,
1011793,Y,Y,,Y,Y
1005315,Y,Y,,Y,Y
1011987,Y,,,,
1004398,,,,,
1002398,,,,,
1001302,Y,Y,,Y,Y
1005680,,,,,
1001722,,,,,
1002578,Y,,,,
1009293,Y,,,,
1009501,Y,,,,
1007464,,,,,
1003302,Y,Y,,Y,
1010068,,,,,
1018652,Y,Y,Y,Y,Y
1009930,,,,,
1018240,Y,,Y,,
1005284,,,,,
1007850,,,,,
1004995,,Y,Y,Y,
1009513,Y,,,,
1004666,,,,,
1012337,Y,Y,Y,,Y
1018472,Y,,,Y,
1006436,,,,,
1007552,,,,,
1001966,Y,Y,Y,Y,Y
1000952,,,,,
1004247,,,,,
1004661,,,,,
1012182,Y,,,,
1004324,Y,Y,,,
1007465,,,,,
1008831,Y,Y,,Y,Y
1009188,Y,,,,
1005038,Y,,,Y,Y
1007026,,,,,
1016808,Y,,,,Y
1019088,Y,Y,,,Y
1012619,Y,Y,,Y,Y
1012689,Y,Y,,Y,Y
1005107,,,,,
1009190,Y,,,,
1006832,,,,,
1012055,Y,,,,Y
1010541,Y,,,,Y
1002709,,,,,
1002080,,Y,,,
1002079,,Y,,,
1000463,,,,,
1004091,,,,,
1003607,,Y,,,
1018028,Y,,,,
1002265,,,,Y,
1005050,,,,,
1006607,,,,,
1008068,Y,,,Y,
1002652,Y,,,,
1005025,,,,,
1007191,,,,,
1001675,,,,,Y
1006730,Y,,,,
1005113,,,,,
1000509,,,,,
1018619,Y,Y,Y,Y,Y
1007645,,,,,
1003073,Y,Y,,,
1004644,,,,Y,
1003014,Y,Y,,Y,
1005877,Y,,,,
1007676,,,,,
1006354,,,,,
1002037,Y,Y,Y,Y,Y
1005265,Y,,,Y,Y
1002218,Y,,,,
1008174,Y,,,Y,Y
1001481,,,,,
1006936,,,,,
1003137,,,,Y,
1008582,,,,,
1001725,Y,Y,,Y,
1007733,,,,,
1007497,,,,,
1011831,Y,,,,
1007285,,,,,
1007373,,,,,
1005204,Y,Y,Y,Y,Y
1011411,Y,,,,
1001012,Y,,,Y,
1010981,Y,,,,
1009078,Y,,,Y,
1010241,Y,Y,Y,Y,Y
1018774,Y,,,,
1003973,,,,,
1008211,Y,,,,
1008245,,,,Y,
1011742,Y,Y,,Y,
1012174,Y,Y,,Y,Y
1012165,Y,Y,,,
1019209,Y,,,,
1001597,Y,Y,,Y,Y
1006951,,,,,
1008851,,,,,Y
1006425,Y,,,,
1003612,,,,,
1006554,,Y,,Y,Y
1004423,,,,,
1019065,Y,,,Y,
1011331,Y,,,,
1004352,,Y,,,
1010153,Y,,,Y,
1011340,Y,,,,
1009049,,,,,
1004979,,,,,
1006689,Y,,Y,,
1019148,Y,,,,
1001953,,,,,
1019533,Y,Y,,Y,Y
1012262,Y,,,,Y
1017997,Y,,,,Y
1017998,Y,,,,Y
1003660,Y,Y,,Y,Y
1002255,,,,,
1001153,Y,,,,Y
1006694,,,,,
1004984,,,,,
